1028391, 1481090400000, 0, -1
1028692, 1481092200000, 0, -1
1029087, 1481092200000, 0, -1
1028196, 1481094000000, 0, -1
1010442, 1481094000000, 0, -1
1029643, 1481094000000, 0, -1
1017646, 1481094000000, 0, -1
1024413, 1481101200000, 0, -1
1027914, 1481101200000, 0, -1
1018676, 1481101200000, 0, -1
1025238, 1481101200000, 0, -1
1028972, 1481094000000, 0, -1
1028842, 1481094000000, 0, -1
1023614, 1481104800000, 0, -1
1018755, 1481104800000, 0, -1
1025239, 1481106600000, 0, -1
1024414, 1481106600000, 0, -1
1018656, 1481106600000, 0, -1
1017104, 1481108400000, 0, -1
1019639, 1481112000000, 0, -1
1008751, 1481112000000, 0, -1
1012158, 1481112000000, 0, -1
1011813, 1481112000000, 0, -1
1013722, 1481112000000, 0, -1
1019536, 1481112000000, 0, -1
1017851, 1481112000000, 0, -1
1018049, 1481112000000, 0, -1
1019739, 1481112000000, 0, -1
1024415, 1481112000000, 0, -1
1025240, 1481112000000, 0, -1
1027915, 1481112000000, 0, -1
1028148, 1481112000000, 0, -1
1028573, 1481112000000, 0, -1
1029146, 1481112000000, 0, -1
1023615, 1481113800000, 0, -1
1024416, 1481117400000, 0, -1
1025241, 1481117400000, 0, -1
946410, 1481119200000, 0, 70
984394, 1481119200000, 0, 69
916473, 1481119200000, 0, 69
973967, 1481119200000, 122.61, 69
1023616, 1481119200000, 0, -1
980959, 1481119200000, 0, 69
990141, 1481117400000, 112.76, 69
1026539, 1481122800000, 0, 68
941434, 1481115600000, 0, 55
1027916, 1481130000000, 0, -1
941435, 1481122800000, 0, 55
946860, 1481133600000, 0, 57
1030931, 1481135400000, 0, 69
1008074, 1481137200000, 0, 60
1013321, 1481137200000, 0, -1
952046, 1481126400000, 0, 68
1021251, 1481137200000, 0, 55
1014427, 1481137200000, 0, 69
1010512, 1481139000000, 0, 69
1025536, 1481139000000, 0, 127
976210, 1481139000000, 0, 69
1029893, 1481139000000, 0, 70
916474, 1481139000000, 0, 69
1018097, 1481139000000, 0, 69
1002429, 1481139000000, 0, 69
980340, 1481139000000, 0, 69
946411, 1481139000000, 0, 70
1010893, 1481139000000, 0, 68
1030665, 1481140800000, 0, 62
862964, 1481140800000, 0, 70
1032185, 1481140800000, 0, 69
980960, 1481140800000, 0, 69
994723, 1481140800000, 0, 69
1015948, 1481140800000, 0, 69
976153, 1481140800000, 0, 68
1014967, 1481140800000, 0, 67
1030018, 1481140800000, 0, 62
1018623, 1481140800000, 0, 55
973958, 1481140800000, 80.12, 57
1026083, 1481141700000, 0, -1
956686, 1481139000000, 64.37, 57
990142, 1481139000000, 0, 69
1022058, 1481139000000, 0, 57
985264, 1481139000000, 0, 70
924504, 1481131800000, 0, 57
995476, 1481142600000, 0, 68
970575, 1481131800000, 0, 56
1019474, 1481144400000, 0, -1
1022226, 1481144400000, 0, 68
1004088, 1481140800000, 120.6, 62
969506, 1481145300000, 0, 55
922468, 1481135400000, 0, 69
966382, 1481135400000, 0, 69
952744, 1481136300000, 232.7, 1
943170, 1481137200000, 0, 68
940441, 1481137200000, 0, 56
939716, 1481137200000, 0, 56
966468, 1481137200000, 0, 68
936063, 1481137200000, 0, 57
964793, 1481137200000, 0, 68
967731, 1481139000000, 0, 69
1029357, 1481139000000, 43.82, 61
967342, 1481140800000, 0, 55
943172, 1481142600000, 0, 68
943324, 1481142600000, 0, 68
1017298, 1481144400000, 0, 57
964794, 1481144400000, 0, 68
939717, 1481146200000, 0, 56
966469, 1481146200000, 0, 68
940442, 1481146200000, 0, 56
941849, 1481148000000, 0, 68
966902, 1481149800000, 0, 68
1028392, 1481176800000, 0, -1
1029088, 1481178600000, 0, -1
1028693, 1481178600000, 0, -1
1029644, 1481180400000, 0, -1
1010443, 1481180400000, 0, -1
1008334, 1481180400000, 0, -1
1017647, 1481180400000, 0, -1
1028331, 1481180400000, 0, -1
1025242, 1481187600000, 0, -1
1027917, 1481187600000, 0, -1
1024417, 1481187600000, 0, -1
1023617, 1481191200000, 0, -1
1011618, 1481191200000, 0, -1
1028973, 1481180400000, 0, -1
1028843, 1481180400000, 0, -1
1018756, 1481191200000, 0, -1
1024418, 1481193000000, 0, -1
1025243, 1481193000000, 0, -1
1017106, 1481194800000, 0, -1
1008752, 1481198400000, 0, -1
1029147, 1481198400000, 0, -1
1028574, 1481198400000, 0, -1
1028149, 1481198400000, 0, -1
1027918, 1481198400000, 0, -1
1025244, 1481198400000, 0, -1
1024419, 1481198400000, 0, -1
1019740, 1481198400000, 0, -1
1018050, 1481198400000, 0, -1
1019640, 1481198400000, 0, -1
